timestamp,Open,High,Low,Close
2026-05-20 09:15:00,2806.588087260137,2812.72255435967,2798.581475731713,2800.002160834644
2026-05-20 09:20:00,2803.319255456287,2816.1305434950928,2799.8040630926944,2801.543295322424
2026-05-20 09:25:00,2800.763364255733,2814.6837219927706,2792.3862681369096,2805.9870544745513
2026-05-20 09:30:00,2809.1684808902232,2811.8611737271826,2799.9251557916086,2804.993363261343
2026-05-20 09:35:00,2808.535912736589,2814.1607484382034,2795.9087349106862,2802.2733351679703
2026-05-20 09:40:00,2805.768920086105,2813.0761946113666,2795.7769471764614,2803.2441106750152
2026-05-20 09:45:00,2801.5500984831474,2818.3967668227615,2793.6901781660617,2809.6124071262434
2026-05-20 09:50:00,2802.6590789757925,2815.6422964481394,2798.809750971249,2809.916353767988
2026-05-20 09:55:00,2800.7792035107577,2816.7736841980504,2792.8196057013656,2800.220855971602
2026-05-20 10:00:00,2804.3066516362423,2810.520792301539,2793.4771329704263,2804.630201623251
2026-05-20 10:05:00,2809.4100188637035,2819.9627721430143,2799.1240364030164,2804.3957377098536
2026-05-20 10:10:00,2806.5084531911393,2819.810440480553,2798.635222569573,2800.832916028955
2026-05-20 10:15:00,2805.289181513251,2814.106054671016,2794.2672233512494,2809.1732609421842
2026-05-20 10:20:00,2804.061691349987,2818.7951329746634,2793.000188242074,2809.8605819565855
2026-05-20 10:25:00,2801.889686714143,2816.7382127177334,2791.513555900883,2805.6094311677566
2026-05-20 10:30:00,2807.8712210481162,2818.942168558329,2792.929149059593,2806.2656471453124
2026-05-20 10:35:00,2808.4001136556176,2812.203809206307,2792.695370252585,2807.8309894305803
2026-05-20 10:40:00,2808.0778292738755,2816.60980054405,2790.9774994038708,2801.0346941819507
2026-05-20 10:45:00,2809.238740749181,2813.0064896074095,2792.1940492107246,2809.9367132192456
2026-05-20 10:50:00,2801.198102973657,2814.5557446527637,2792.88842897363,2801.9627680730187
2026-05-20 10:55:00,2805.181443225511,2811.603854723632,2795.7867631489253,2802.623497096727
